# generated by almanac_calendar/_generate/gen_holidays.py — do not hand-edit
# holidays: 0.101
# country: TW
# range: 2000 .. 2100
# note: 祝日は法改正で変わる。上のバージョンが基づいた法令の時点
date,name
2011-02-28,和平紀念日
2011-04-04,兒童節
2011-04-05,民族掃墓節
2011-06-06,端午節
2011-09-12,中秋節
2011-10-10,國慶日
2012-01-01,中華民國開國紀念日
2012-01-22,農曆除夕
2012-01-23,春節
2012-01-24,春節
2012-01-25,春節
2012-01-26,農曆除夕（補假）
2012-01-27,放假日（2012-02-04 補班）
2012-02-27,放假日（2012-03-03 補班）
2012-02-28,和平紀念日
2012-04-04,兒童節; 民族掃墓節
2012-06-23,端午節
2012-09-30,中秋節
2012-10-10,國慶日
2012-12-31,放假日（2012-12-22 補班）
2013-01-01,中華民國開國紀念日
2013-02-09,農曆除夕
2013-02-10,春節
2013-02-11,春節
2013-02-12,春節
2013-02-13,農曆除夕（補假）
2013-02-14,春節（補假）
2013-02-15,放假日（2013-02-23 補班）
2013-02-28,和平紀念日
2013-04-04,兒童節; 民族掃墓節
2013-04-05,兒童節（補假）
2013-06-12,端午節
2013-09-19,中秋節
2013-09-20,放假日（2013-09-14 補班）
2013-10-10,國慶日
2014-01-01,中華民國開國紀念日
2014-01-30,農曆除夕
2014-01-31,春節
2014-02-01,春節
2014-02-02,春節
2014-02-03,春節（補假）
2014-02-04,春節（補假）
2014-02-28,和平紀念日
2014-04-04,兒童節
2014-04-05,民族掃墓節
2014-06-02,端午節
2014-09-08,中秋節
2014-10-10,國慶日
2015-01-01,中華民國開國紀念日
2015-01-02,放假日（2014-12-27 補班）
2015-02-18,農曆除夕
2015-02-19,春節
2015-02-20,春節
2015-02-21,春節
2015-02-23,春節（補假）
2015-02-27,和平紀念日（補假）
2015-02-28,和平紀念日
2015-04-03,兒童節（補假）
2015-04-04,兒童節
2015-04-05,民族掃墓節
2015-04-06,民族掃墓節（補假）
2015-06-19,端午節（補假）
2015-06-20,端午節
2015-09-27,中秋節
2015-09-28,中秋節（補假）
2015-10-09,國慶日（補假）
2015-10-10,國慶日
2016-01-01,中華民國開國紀念日
2016-02-07,農曆除夕
2016-02-08,春節
2016-02-09,春節
2016-02-10,春節
2016-02-11,農曆除夕（補假）
2016-02-12,放假日（2016-01-30 補班）
2016-02-28,和平紀念日
2016-02-29,和平紀念日（補假）
2016-04-04,兒童節; 民族掃墓節
2016-04-05,兒童節（補假）
2016-06-09,端午節
2016-06-10,放假日（2016-06-04 補班）
2016-09-15,中秋節
2016-09-16,放假日（2016-09-10 補班）
2016-10-10,國慶日
2017-01-01,中華民國開國紀念日
2017-01-02,中華民國開國紀念日（補假）
2017-01-27,農曆除夕
2017-01-28,春節
2017-01-29,春節
2017-01-30,春節
2017-01-31,春節（補假）
2017-02-01,春節（補假）
2017-02-27,放假日（2017-02-18 補班）
2017-02-28,和平紀念日
2017-04-03,兒童節（補假）
2017-04-04,兒童節; 民族掃墓節
2017-05-29,放假日（2017-06-03 補班）
2017-05-30,端午節
2017-10-04,中秋節
2017-10-09,放假日（2017-09-30 補班）
2017-10-10,國慶日
2018-01-01,中華民國開國紀念日
2018-02-15,農曆除夕
2018-02-16,春節
2018-02-17,春節
2018-02-18,春節
2018-02-19,春節（補假）
2018-02-20,春節（補假）
2018-02-28,和平紀念日
2018-04-04,兒童節
2018-04-05,民族掃墓節
2018-04-06,放假日（2018-03-31 補班）
2018-06-18,端午節
2018-09-24,中秋節
2018-10-10,國慶日
2018-12-31,放假日（2018-12-22 補班）
2019-01-01,中華民國開國紀念日
2019-02-04,農曆除夕
2019-02-05,春節
2019-02-06,春節
2019-02-07,春節
2019-02-08,放假日（2019-01-19 補班）
2019-02-28,和平紀念日
2019-03-01,放假日（2019-02-23 補班）
2019-04-04,兒童節
2019-04-05,民族掃墓節
2019-06-07,端午節
2019-09-13,中秋節
2019-10-10,國慶日
2019-10-11,放假日（2019-10-05 補班）
2020-01-01,中華民國開國紀念日
2020-01-23,放假日（2020-02-15 補班）
2020-01-24,農曆除夕
2020-01-25,春節
2020-01-26,春節
2020-01-27,春節
2020-01-28,春節（補假）
2020-01-29,春節（補假）
2020-02-28,和平紀念日
2020-04-02,民族掃墓節（補假）
2020-04-03,兒童節（補假）
2020-04-04,兒童節; 民族掃墓節
2020-06-25,端午節
2020-06-26,放假日（2020-06-20 補班）
2020-10-01,中秋節
2020-10-02,放假日（2020-09-26 補班）
2020-10-09,國慶日（補假）
2020-10-10,國慶日
2021-01-01,中華民國開國紀念日
2021-02-10,放假日（2021-02-20 補班）
2021-02-11,農曆除夕
2021-02-12,春節
2021-02-13,春節
2021-02-14,春節
2021-02-15,春節（補假）
2021-02-16,春節（補假）
2021-02-28,和平紀念日
2021-03-01,和平紀念日（補假）
2021-04-02,兒童節（補假）
2021-04-04,兒童節; 民族掃墓節
2021-04-05,民族掃墓節（補假）
2021-06-14,端午節
2021-09-20,放假日（2021-09-11 補班）
2021-09-21,中秋節
2021-10-10,國慶日
2021-10-11,國慶日（補假）
2021-12-31,中華民國開國紀念日（補假）
2022-01-01,中華民國開國紀念日
2022-01-31,農曆除夕
2022-02-01,春節
2022-02-02,春節
2022-02-03,春節
2022-02-04,放假日（2022-01-22 補班）
2022-02-28,和平紀念日
2022-04-04,兒童節
2022-04-05,民族掃墓節
2022-06-03,端午節
2022-09-09,中秋節（補假）
2022-09-10,中秋節
2022-10-10,國慶日
2023-01-01,中華民國開國紀念日
2023-01-02,中華民國開國紀念日（補假）
2023-01-20,放假日（2023-01-07 補班）
2023-01-21,農曆除夕
2023-01-22,春節
2023-01-23,春節
2023-01-24,春節
2023-01-25,農曆除夕（補假）
2023-01-26,春節（補假）
2023-01-27,放假日（2023-02-04 補班）
2023-02-27,放假日（2023-02-18 補班）
2023-02-28,和平紀念日
2023-04-03,放假日（2023-03-25 補班）
2023-04-04,兒童節
2023-04-05,民族掃墓節
2023-06-22,端午節
2023-06-23,放假日（2023-06-17 補班）
2023-09-29,中秋節
2023-10-09,放假日（2023-09-23 補班）
2023-10-10,國慶日
2024-01-01,中華民國開國紀念日
2024-02-08,放假日（2024-02-17 補班）
2024-02-09,農曆除夕
2024-02-10,春節
2024-02-11,春節
2024-02-12,春節
2024-02-13,春節（補假）
2024-02-14,春節（補假）
2024-02-28,和平紀念日
2024-04-04,兒童節; 民族掃墓節
2024-04-05,兒童節（補假）
2024-06-10,端午節
2024-09-17,中秋節
2024-10-10,國慶日
2025-01-01,中華民國開國紀念日
2025-01-27,放假日（2025-02-08 補班）
2025-01-28,農曆除夕
2025-01-29,春節
2025-01-30,春節
2025-01-31,春節
2025-02-28,和平紀念日
2025-04-03,兒童節（補假）
2025-04-04,兒童節; 民族掃墓節
2025-05-30,端午節（補假）
2025-05-31,端午節
2025-09-28,孔子誕辰紀念日
2025-09-29,孔子誕辰紀念日（補假）
2025-10-06,中秋節
2025-10-10,國慶日
2025-10-24,臺灣光復暨金門古寧頭大捷紀念日（補假）
2025-10-25,臺灣光復暨金門古寧頭大捷紀念日
2025-12-25,行憲紀念日
2026-01-01,中華民國開國紀念日
2026-02-15,農曆除夕
2026-02-16,農曆除夕
2026-02-17,春節
2026-02-18,春節
2026-02-19,春節
2026-02-20,農曆除夕（補假）
2026-02-27,和平紀念日（補假）
2026-02-28,和平紀念日
2026-04-03,兒童節（補假）
2026-04-04,兒童節
2026-04-05,民族掃墓節
2026-04-06,民族掃墓節（補假）
2026-05-01,勞動節
2026-06-19,端午節
2026-09-25,中秋節
2026-09-28,孔子誕辰紀念日
2026-10-09,國慶日（補假）
2026-10-10,國慶日
2026-10-25,臺灣光復暨金門古寧頭大捷紀念日
2026-10-26,臺灣光復暨金門古寧頭大捷紀念日（補假）
2026-12-25,行憲紀念日
2027-01-01,中華民國開國紀念日
2027-02-04,農曆除夕
2027-02-05,農曆除夕
2027-02-06,春節
2027-02-07,春節
2027-02-08,春節
2027-02-09,春節（補假）
2027-02-10,春節（補假）
2027-02-28,和平紀念日
2027-03-01,和平紀念日（補假）
2027-04-04,兒童節
2027-04-05,民族掃墓節
2027-04-06,兒童節（補假）
2027-04-30,勞動節（補假）
2027-05-01,勞動節
2027-06-09,端午節
2027-09-15,中秋節
2027-09-28,孔子誕辰紀念日
2027-10-10,國慶日
2027-10-11,國慶日（補假）
2027-10-25,臺灣光復暨金門古寧頭大捷紀念日
2027-12-24,行憲紀念日（補假）
2027-12-25,行憲紀念日
2027-12-31,中華民國開國紀念日（補假）
2028-01-01,中華民國開國紀念日
2028-01-24,農曆除夕
2028-01-25,農曆除夕
2028-01-26,春節
2028-01-27,春節
2028-01-28,春節
2028-02-28,和平紀念日
2028-04-03,兒童節（補假）
2028-04-04,兒童節; 民族掃墓節
2028-05-01,勞動節
2028-05-28,端午節
2028-05-29,端午節（補假）
2028-09-28,孔子誕辰紀念日
2028-10-03,中秋節
2028-10-10,國慶日
2028-10-25,臺灣光復暨金門古寧頭大捷紀念日
2028-12-25,行憲紀念日
2029-01-01,中華民國開國紀念日
2029-02-11,農曆除夕
2029-02-12,農曆除夕
2029-02-13,春節
2029-02-14,春節
2029-02-15,春節
2029-02-16,農曆除夕（補假）
2029-02-28,和平紀念日
2029-04-03,兒童節（補假）
2029-04-04,兒童節; 民族掃墓節
2029-05-01,勞動節
2029-06-15,端午節（補假）
2029-06-16,端午節
2029-09-21,中秋節（補假）
2029-09-22,中秋節
2029-09-28,孔子誕辰紀念日
2029-10-10,國慶日
2029-10-25,臺灣光復暨金門古寧頭大捷紀念日
2029-12-25,行憲紀念日
2030-01-01,中華民國開國紀念日
2030-02-01,農曆除夕
2030-02-02,農曆除夕
2030-02-03,春節
2030-02-04,春節
2030-02-05,春節
2030-02-06,農曆除夕（補假）
2030-02-07,春節（補假）
2030-02-28,和平紀念日
2030-04-04,兒童節
2030-04-05,民族掃墓節
2030-05-01,勞動節
2030-06-05,端午節
2030-09-12,中秋節
2030-09-27,孔子誕辰紀念日（補假）
2030-09-28,孔子誕辰紀念日
2030-10-10,國慶日
2030-10-25,臺灣光復暨金門古寧頭大捷紀念日
2030-12-25,行憲紀念日
2031-01-01,中華民國開國紀念日
2031-01-21,農曆除夕
2031-01-22,農曆除夕
2031-01-23,春節
2031-01-24,春節
2031-01-25,春節
2031-01-27,春節（補假）
2031-02-28,和平紀念日
2031-04-03,民族掃墓節（補假）
2031-04-04,兒童節
2031-04-05,民族掃墓節
2031-05-01,勞動節
2031-06-24,端午節
2031-09-28,孔子誕辰紀念日
2031-09-29,孔子誕辰紀念日（補假）
2031-10-01,中秋節
2031-10-10,國慶日
2031-10-24,臺灣光復暨金門古寧頭大捷紀念日（補假）
2031-10-25,臺灣光復暨金門古寧頭大捷紀念日
2031-12-25,行憲紀念日
2032-01-01,中華民國開國紀念日
2032-02-09,農曆除夕
2032-02-10,農曆除夕
2032-02-11,春節
2032-02-12,春節
2032-02-13,春節
2032-02-27,和平紀念日（補假）
2032-02-28,和平紀念日
2032-04-02,兒童節（補假）
2032-04-04,兒童節; 民族掃墓節
2032-04-05,民族掃墓節（補假）
2032-04-30,勞動節（補假）
2032-05-01,勞動節
2032-06-11,端午節（補假）
2032-06-12,端午節
2032-09-19,中秋節
2032-09-20,中秋節（補假）
2032-09-28,孔子誕辰紀念日
2032-10-10,國慶日
2032-10-11,國慶日（補假）
2032-10-25,臺灣光復暨金門古寧頭大捷紀念日
2032-12-24,行憲紀念日（補假）
2032-12-25,行憲紀念日
2032-12-31,中華民國開國紀念日（補假）
2033-01-01,中華民國開國紀念日
2033-01-29,農曆除夕
2033-01-30,農曆除夕
2033-01-31,春節
2033-02-01,春節
2033-02-02,春節
2033-02-03,農曆除夕（補假）
2033-02-04,農曆除夕（補假）
2033-02-28,和平紀念日
2033-04-04,兒童節; 民族掃墓節
2033-04-05,兒童節（補假）
2033-05-01,勞動節
2033-05-02,勞動節（補假）
2033-06-01,端午節
2033-09-08,中秋節
2033-09-28,孔子誕辰紀念日
2033-10-10,國慶日
2033-10-25,臺灣光復暨金門古寧頭大捷紀念日
2033-12-25,行憲紀念日
2033-12-26,行憲紀念日（補假）
2034-01-01,中華民國開國紀念日
2034-01-02,中華民國開國紀念日（補假）
2034-02-17,農曆除夕
2034-02-18,農曆除夕
2034-02-19,春節
2034-02-20,春節
2034-02-21,春節
2034-02-22,農曆除夕（補假）
2034-02-23,春節（補假）
2034-02-28,和平紀念日
2034-04-04,兒童節
2034-04-05,民族掃墓節
2034-05-01,勞動節
2034-06-20,端午節
2034-09-27,中秋節
2034-09-28,孔子誕辰紀念日
2034-10-10,國慶日
2034-10-25,臺灣光復暨金門古寧頭大捷紀念日
2034-12-25,行憲紀念日
2035-01-01,中華民國開國紀念日
2035-02-06,農曆除夕
2035-02-07,農曆除夕
2035-02-08,春節
2035-02-09,春節
2035-02-10,春節
2035-02-12,春節（補假）
2035-02-28,和平紀念日
2035-04-04,兒童節
2035-04-05,民族掃墓節
2035-05-01,勞動節
2035-06-10,端午節
2035-06-11,端午節（補假）
2035-09-16,中秋節
2035-09-17,中秋節（補假）
2035-09-28,孔子誕辰紀念日
2035-10-10,國慶日
2035-10-25,臺灣光復暨金門古寧頭大捷紀念日
2035-12-25,行憲紀念日
2036-01-01,中華民國開國紀念日
2036-01-26,農曆除夕
2036-01-27,農曆除夕
2036-01-28,春節
2036-01-29,春節
2036-01-30,春節
2036-01-31,農曆除夕（補假）
2036-02-01,農曆除夕（補假）
2036-02-28,和平紀念日
2036-04-03,兒童節（補假）
2036-04-04,兒童節; 民族掃墓節
2036-05-01,勞動節
2036-05-30,端午節
2036-09-28,孔子誕辰紀念日
2036-09-29,孔子誕辰紀念日（補假）
2036-10-03,中秋節（補假）
2036-10-04,中秋節
2036-10-10,國慶日
2036-10-24,臺灣光復暨金門古寧頭大捷紀念日（補假）
2036-10-25,臺灣光復暨金門古寧頭大捷紀念日
2036-12-25,行憲紀念日
2037-01-01,中華民國開國紀念日
2037-02-13,農曆除夕
2037-02-14,農曆除夕
2037-02-15,春節
2037-02-16,春節
2037-02-17,春節
2037-02-18,農曆除夕（補假）
2037-02-19,春節（補假）
2037-02-27,和平紀念日（補假）
2037-02-28,和平紀念日
2037-04-02,民族掃墓節（補假）
2037-04-03,兒童節（補假）
2037-04-04,兒童節; 民族掃墓節
2037-05-01,勞動節
2037-06-18,端午節
2037-09-24,中秋節
2037-09-28,孔子誕辰紀念日
2037-10-09,國慶日（補假）
2037-10-10,國慶日
2037-10-25,臺灣光復暨金門古寧頭大捷紀念日
2037-10-26,臺灣光復暨金門古寧頭大捷紀念日（補假）
2037-12-25,行憲紀念日
2038-01-01,中華民國開國紀念日
2038-02-02,農曆除夕
2038-02-03,農曆除夕
2038-02-04,春節
2038-02-05,春節
2038-02-06,春節
2038-02-08,春節（補假）
2038-02-28,和平紀念日
2038-03-01,和平紀念日（補假）
2038-04-04,兒童節
2038-04-05,民族掃墓節
2038-04-06,兒童節（補假）
2038-04-30,勞動節（補假）
2038-05-01,勞動節
2038-06-07,端午節
2038-09-13,中秋節
2038-09-28,孔子誕辰紀念日
2038-10-10,國慶日
2038-10-11,國慶日（補假）
2038-10-25,臺灣光復暨金門古寧頭大捷紀念日
2038-12-24,行憲紀念日（補假）
2038-12-25,行憲紀念日
2038-12-31,中華民國開國紀念日（補假）
2039-01-01,中華民國開國紀念日
2039-01-22,農曆除夕
2039-01-23,農曆除夕
2039-01-24,春節
2039-01-25,春節
2039-01-26,春節
2039-01-27,農曆除夕（補假）
2039-01-28,農曆除夕（補假）
2039-02-28,和平紀念日
2039-04-04,兒童節
2039-04-05,民族掃墓節
2039-05-01,勞動節
2039-05-02,勞動節（補假）
2039-05-27,端午節
2039-09-28,孔子誕辰紀念日
2039-10-02,中秋節
2039-10-03,中秋節（補假）
2039-10-10,國慶日
2039-10-25,臺灣光復暨金門古寧頭大捷紀念日
2039-12-25,行憲紀念日
2039-12-26,行憲紀念日（補假）
2040-01-01,中華民國開國紀念日
2040-01-02,中華民國開國紀念日（補假）
2040-02-10,農曆除夕
2040-02-11,農曆除夕
2040-02-12,春節
2040-02-13,春節
2040-02-14,春節
2040-02-15,農曆除夕（補假）
2040-02-16,春節（補假）
2040-02-28,和平紀念日
2040-04-03,兒童節（補假）
2040-04-04,兒童節; 民族掃墓節
2040-05-01,勞動節
2040-06-14,端午節
2040-09-20,中秋節
2040-09-28,孔子誕辰紀念日
2040-10-10,國慶日
2040-10-25,臺灣光復暨金門古寧頭大捷紀念日
2040-12-25,行憲紀念日
2041-01-01,中華民國開國紀念日
2041-01-30,農曆除夕
2041-01-31,農曆除夕
2041-02-01,春節
2041-02-02,春節
2041-02-03,春節
2041-02-04,春節（補假）
2041-02-05,春節（補假）
2041-02-28,和平紀念日
2041-04-04,兒童節; 民族掃墓節
2041-04-05,兒童節（補假）
2041-05-01,勞動節
2041-06-03,端午節
2041-09-10,中秋節
2041-09-27,孔子誕辰紀念日（補假）
2041-09-28,孔子誕辰紀念日
2041-10-10,國慶日
2041-10-25,臺灣光復暨金門古寧頭大捷紀念日
2041-12-25,行憲紀念日
2042-01-01,中華民國開國紀念日
2042-01-20,農曆除夕
2042-01-21,農曆除夕
2042-01-22,春節
2042-01-23,春節
2042-01-24,春節
2042-02-28,和平紀念日
2042-04-03,兒童節（補假）
2042-04-04,兒童節; 民族掃墓節
2042-05-01,勞動節
2042-06-22,端午節
2042-06-23,端午節（補假）
2042-09-28,中秋節; 孔子誕辰紀念日
2042-09-29,中秋節（補假）
2042-09-30,孔子誕辰紀念日（補假）
2042-10-10,國慶日
2042-10-24,臺灣光復暨金門古寧頭大捷紀念日（補假）
2042-10-25,臺灣光復暨金門古寧頭大捷紀念日
2042-12-25,行憲紀念日
2043-01-01,中華民國開國紀念日
2043-02-08,農曆除夕
2043-02-09,農曆除夕
2043-02-10,春節
2043-02-11,春節
2043-02-12,春節
2043-02-13,農曆除夕（補假）
2043-02-27,和平紀念日（補假）
2043-02-28,和平紀念日
2043-04-03,兒童節（補假）
2043-04-04,兒童節
2043-04-05,民族掃墓節
2043-04-06,民族掃墓節（補假）
2043-05-01,勞動節
2043-06-11,端午節
2043-09-17,中秋節
2043-09-28,孔子誕辰紀念日
2043-10-09,國慶日（補假）
2043-10-10,國慶日
2043-10-25,臺灣光復暨金門古寧頭大捷紀念日
2043-10-26,臺灣光復暨金門古寧頭大捷紀念日（補假）
2043-12-25,行憲紀念日
2044-01-01,中華民國開國紀念日
2044-01-28,農曆除夕
2044-01-29,農曆除夕
2044-01-30,春節
2044-01-31,春節
2044-02-01,春節
2044-02-02,春節（補假）
2044-02-03,春節（補假）
2044-02-28,和平紀念日
2044-02-29,和平紀念日（補假）
2044-04-04,兒童節; 民族掃墓節
2044-04-05,兒童節（補假）
2044-05-01,勞動節
2044-05-02,勞動節（補假）
2044-05-31,端午節
2044-09-28,孔子誕辰紀念日
2044-10-05,中秋節
2044-10-10,國慶日
2044-10-25,臺灣光復暨金門古寧頭大捷紀念日
2044-12-25,行憲紀念日
2044-12-26,行憲紀念日（補假）
2045-01-01,中華民國開國紀念日
2045-01-02,中華民國開國紀念日（補假）
2045-02-15,農曆除夕
2045-02-16,農曆除夕
2045-02-17,春節
2045-02-18,春節
2045-02-19,春節
2045-02-20,春節（補假）
2045-02-21,春節（補假）
2045-02-28,和平紀念日
2045-04-03,兒童節（補假）
2045-04-04,兒童節; 民族掃墓節
2045-05-01,勞動節
2045-06-19,端午節
2045-09-25,中秋節
2045-09-28,孔子誕辰紀念日
2045-10-10,國慶日
2045-10-25,臺灣光復暨金門古寧頭大捷紀念日
2045-12-25,行憲紀念日
2046-01-01,中華民國開國紀念日
2046-02-04,農曆除夕
2046-02-05,農曆除夕
2046-02-06,春節
2046-02-07,春節
2046-02-08,春節
2046-02-09,農曆除夕（補假）
2046-02-28,和平紀念日
2046-04-03,兒童節（補假）
2046-04-04,兒童節; 民族掃墓節
2046-05-01,勞動節
2046-06-08,端午節
2046-09-14,中秋節（補假）
2046-09-15,中秋節
2046-09-28,孔子誕辰紀念日
2046-10-10,國慶日
2046-10-25,臺灣光復暨金門古寧頭大捷紀念日
2046-12-25,行憲紀念日
2047-01-01,中華民國開國紀念日
2047-01-24,農曆除夕
2047-01-25,農曆除夕
2047-01-26,春節
2047-01-27,春節
2047-01-28,春節
2047-01-29,春節（補假）
2047-01-30,春節（補假）
2047-02-28,和平紀念日
2047-04-04,兒童節
2047-04-05,民族掃墓節
2047-05-01,勞動節
2047-05-29,端午節
2047-09-27,孔子誕辰紀念日（補假）
2047-09-28,孔子誕辰紀念日
2047-10-04,中秋節
2047-10-10,國慶日
2047-10-25,臺灣光復暨金門古寧頭大捷紀念日
2047-12-25,行憲紀念日
2048-01-01,中華民國開國紀念日
2048-02-12,農曆除夕
2048-02-13,農曆除夕
2048-02-14,春節
2048-02-15,春節
2048-02-16,春節
2048-02-17,春節（補假）
2048-02-18,春節（補假）
2048-02-28,和平紀念日
2048-04-02,民族掃墓節（補假）
2048-04-03,兒童節（補假）
2048-04-04,兒童節; 民族掃墓節
2048-05-01,勞動節
2048-06-15,端午節
2048-09-22,中秋節
2048-09-28,孔子誕辰紀念日
2048-10-09,國慶日（補假）
2048-10-10,國慶日
2048-10-25,臺灣光復暨金門古寧頭大捷紀念日
2048-10-26,臺灣光復暨金門古寧頭大捷紀念日（補假）
2048-12-25,行憲紀念日
2049-01-01,中華民國開國紀念日
2049-01-31,農曆除夕
2049-02-01,農曆除夕
2049-02-02,春節
2049-02-03,春節
2049-02-04,春節
2049-02-05,農曆除夕（補假）
2049-02-28,和平紀念日
2049-03-01,和平紀念日（補假）
2049-04-02,兒童節（補假）
2049-04-04,兒童節; 民族掃墓節
2049-04-05,民族掃墓節（補假）
2049-04-30,勞動節（補假）
2049-05-01,勞動節
2049-06-04,端午節
2049-09-10,中秋節（補假）
2049-09-11,中秋節
2049-09-28,孔子誕辰紀念日
2049-10-10,國慶日
2049-10-11,國慶日（補假）
2049-10-25,臺灣光復暨金門古寧頭大捷紀念日
2049-12-24,行憲紀念日（補假）
2049-12-25,行憲紀念日
2049-12-31,中華民國開國紀念日（補假）
2050-01-01,中華民國開國紀念日
2050-01-21,農曆除夕
2050-01-22,農曆除夕
2050-01-23,春節
2050-01-24,春節
2050-01-25,春節
2050-01-26,農曆除夕（補假）
2050-01-27,春節（補假）
2050-02-28,和平紀念日
2050-04-04,兒童節; 民族掃墓節
2050-04-05,兒童節（補假）
2050-05-01,勞動節
2050-05-02,勞動節（補假）
2050-06-23,端午節
2050-09-28,孔子誕辰紀念日
2050-09-30,中秋節
2050-10-10,國慶日
2050-10-25,臺灣光復暨金門古寧頭大捷紀念日
2050-12-25,行憲紀念日
2050-12-26,行憲紀念日（補假）
2051-01-01,中華民國開國紀念日
2051-01-02,中華民國開國紀念日（補假）
2051-02-09,農曆除夕
2051-02-10,農曆除夕
2051-02-11,春節
2051-02-12,春節
2051-02-13,春節
2051-02-14,春節（補假）
2051-02-15,春節（補假）
2051-02-28,和平紀念日
2051-04-04,兒童節
2051-04-05,民族掃墓節
2051-05-01,勞動節
2051-06-13,端午節
2051-09-19,中秋節
2051-09-28,孔子誕辰紀念日
2051-10-10,國慶日
2051-10-25,臺灣光復暨金門古寧頭大捷紀念日
2051-12-25,行憲紀念日
2052-01-01,中華民國開國紀念日
2052-01-30,農曆除夕
2052-01-31,農曆除夕
2052-02-01,春節
2052-02-02,春節
2052-02-03,春節
2052-02-05,春節（補假）
2052-02-28,和平紀念日
2052-04-04,兒童節; 民族掃墓節
2052-04-05,兒童節（補假）
2052-05-01,勞動節
2052-05-31,端午節（補假）
2052-06-01,端午節
2052-09-06,中秋節（補假）
2052-09-07,中秋節
2052-09-27,孔子誕辰紀念日（補假）
2052-09-28,孔子誕辰紀念日
