# generated by almanac_calendar/_generate/gen_holidays.py — do not hand-edit
# holidays: 0.101
# country: FR
# range: 2000 .. 2100
# note: 祝日は法改正で変わる。上のバージョンが基づいた法令の時点
date,name
2017-12-25,Noël
2018-01-01,Jour de l'an
2018-04-02,Lundi de Pâques
2018-05-01,Fête du Travail
2018-05-08,Fête de la Victoire
2018-05-10,Ascension
2018-05-21,Lundi de Pentecôte
2018-07-14,Fête nationale
2018-08-15,Assomption
2018-11-01,Toussaint
2018-11-11,Armistice
2018-12-25,Noël
2019-01-01,Jour de l'an
2019-04-22,Lundi de Pâques
2019-05-01,Fête du Travail
2019-05-08,Fête de la Victoire
2019-05-30,Ascension
2019-06-10,Lundi de Pentecôte
2019-07-14,Fête nationale
2019-08-15,Assomption
2019-11-01,Toussaint
2019-11-11,Armistice
2019-12-25,Noël
2020-01-01,Jour de l'an
2020-04-13,Lundi de Pâques
2020-05-01,Fête du Travail
2020-05-08,Fête de la Victoire
2020-05-21,Ascension
2020-06-01,Lundi de Pentecôte
2020-07-14,Fête nationale
2020-08-15,Assomption
2020-11-01,Toussaint
2020-11-11,Armistice
2020-12-25,Noël
2021-01-01,Jour de l'an
2021-04-05,Lundi de Pâques
2021-05-01,Fête du Travail
2021-05-08,Fête de la Victoire
2021-05-13,Ascension
2021-05-24,Lundi de Pentecôte
2021-07-14,Fête nationale
2021-08-15,Assomption
2021-11-01,Toussaint
2021-11-11,Armistice
2021-12-25,Noël
2022-01-01,Jour de l'an
2022-04-18,Lundi de Pâques
2022-05-01,Fête du Travail
2022-05-08,Fête de la Victoire
2022-05-26,Ascension
2022-06-06,Lundi de Pentecôte
2022-07-14,Fête nationale
2022-08-15,Assomption
2022-11-01,Toussaint
2022-11-11,Armistice
2022-12-25,Noël
2023-01-01,Jour de l'an
2023-04-10,Lundi de Pâques
2023-05-01,Fête du Travail
2023-05-08,Fête de la Victoire
2023-05-18,Ascension
2023-05-29,Lundi de Pentecôte
2023-07-14,Fête nationale
2023-08-15,Assomption
2023-11-01,Toussaint
2023-11-11,Armistice
2023-12-25,Noël
2024-01-01,Jour de l'an
2024-04-01,Lundi de Pâques
2024-05-01,Fête du Travail
2024-05-08,Fête de la Victoire
2024-05-09,Ascension
2024-05-20,Lundi de Pentecôte
2024-07-14,Fête nationale
2024-08-15,Assomption
2024-11-01,Toussaint
2024-11-11,Armistice
2024-12-25,Noël
2025-01-01,Jour de l'an
2025-04-21,Lundi de Pâques
2025-05-01,Fête du Travail
2025-05-08,Fête de la Victoire
2025-05-29,Ascension
2025-06-09,Lundi de Pentecôte
2025-07-14,Fête nationale
2025-08-15,Assomption
2025-11-01,Toussaint
2025-11-11,Armistice
2025-12-25,Noël
2026-01-01,Jour de l'an
2026-04-06,Lundi de Pâques
2026-05-01,Fête du Travail
2026-05-08,Fête de la Victoire
2026-05-14,Ascension
2026-05-25,Lundi de Pentecôte
2026-07-14,Fête nationale
2026-08-15,Assomption
2026-11-01,Toussaint
2026-11-11,Armistice
2026-12-25,Noël
2027-01-01,Jour de l'an
2027-03-29,Lundi de Pâques
2027-05-01,Fête du Travail
2027-05-06,Ascension
2027-05-08,Fête de la Victoire
2027-05-17,Lundi de Pentecôte
2027-07-14,Fête nationale
2027-08-15,Assomption
2027-11-01,Toussaint
2027-11-11,Armistice
2027-12-25,Noël
2028-01-01,Jour de l'an
2028-04-17,Lundi de Pâques
2028-05-01,Fête du Travail
2028-05-08,Fête de la Victoire
2028-05-25,Ascension
2028-06-05,Lundi de Pentecôte
2028-07-14,Fête nationale
2028-08-15,Assomption
2028-11-01,Toussaint
2028-11-11,Armistice
2028-12-25,Noël
2029-01-01,Jour de l'an
2029-04-02,Lundi de Pâques
2029-05-01,Fête du Travail
2029-05-08,Fête de la Victoire
2029-05-10,Ascension
2029-05-21,Lundi de Pentecôte
2029-07-14,Fête nationale
2029-08-15,Assomption
2029-11-01,Toussaint
2029-11-11,Armistice
2029-12-25,Noël
2030-01-01,Jour de l'an
2030-04-22,Lundi de Pâques
2030-05-01,Fête du Travail
2030-05-08,Fête de la Victoire
2030-05-30,Ascension
2030-06-10,Lundi de Pentecôte
2030-07-14,Fête nationale
2030-08-15,Assomption
2030-11-01,Toussaint
2030-11-11,Armistice
2030-12-25,Noël
2031-01-01,Jour de l'an
2031-04-14,Lundi de Pâques
2031-05-01,Fête du Travail
2031-05-08,Fête de la Victoire
2031-05-22,Ascension
2031-06-02,Lundi de Pentecôte
2031-07-14,Fête nationale
2031-08-15,Assomption
2031-11-01,Toussaint
2031-11-11,Armistice
2031-12-25,Noël
2032-01-01,Jour de l'an
2032-03-29,Lundi de Pâques
2032-05-01,Fête du Travail
2032-05-06,Ascension
2032-05-08,Fête de la Victoire
2032-05-17,Lundi de Pentecôte
2032-07-14,Fête nationale
2032-08-15,Assomption
2032-11-01,Toussaint
2032-11-11,Armistice
2032-12-25,Noël
2033-01-01,Jour de l'an
2033-04-18,Lundi de Pâques
2033-05-01,Fête du Travail
2033-05-08,Fête de la Victoire
2033-05-26,Ascension
2033-06-06,Lundi de Pentecôte
2033-07-14,Fête nationale
2033-08-15,Assomption
2033-11-01,Toussaint
2033-11-11,Armistice
2033-12-25,Noël
2034-01-01,Jour de l'an
2034-04-10,Lundi de Pâques
2034-05-01,Fête du Travail
2034-05-08,Fête de la Victoire
2034-05-18,Ascension
2034-05-29,Lundi de Pentecôte
2034-07-14,Fête nationale
2034-08-15,Assomption
2034-11-01,Toussaint
2034-11-11,Armistice
2034-12-25,Noël
2035-01-01,Jour de l'an
2035-03-26,Lundi de Pâques
2035-05-01,Fête du Travail
2035-05-03,Ascension
2035-05-08,Fête de la Victoire
2035-05-14,Lundi de Pentecôte
2035-07-14,Fête nationale
2035-08-15,Assomption
2035-11-01,Toussaint
2035-11-11,Armistice
2035-12-25,Noël
2036-01-01,Jour de l'an
2036-04-14,Lundi de Pâques
2036-05-01,Fête du Travail
2036-05-08,Fête de la Victoire
2036-05-22,Ascension
2036-06-02,Lundi de Pentecôte
2036-07-14,Fête nationale
2036-08-15,Assomption
2036-11-01,Toussaint
2036-11-11,Armistice
2036-12-25,Noël
2037-01-01,Jour de l'an
2037-04-06,Lundi de Pâques
2037-05-01,Fête du Travail
2037-05-08,Fête de la Victoire
2037-05-14,Ascension
2037-05-25,Lundi de Pentecôte
2037-07-14,Fête nationale
2037-08-15,Assomption
2037-11-01,Toussaint
2037-11-11,Armistice
2037-12-25,Noël
2038-01-01,Jour de l'an
2038-04-26,Lundi de Pâques
2038-05-01,Fête du Travail
2038-05-08,Fête de la Victoire
2038-06-03,Ascension
2038-06-14,Lundi de Pentecôte
2038-07-14,Fête nationale
2038-08-15,Assomption
2038-11-01,Toussaint
2038-11-11,Armistice
2038-12-25,Noël
2039-01-01,Jour de l'an
2039-04-11,Lundi de Pâques
2039-05-01,Fête du Travail
2039-05-08,Fête de la Victoire
2039-05-19,Ascension
2039-05-30,Lundi de Pentecôte
2039-07-14,Fête nationale
2039-08-15,Assomption
2039-11-01,Toussaint
2039-11-11,Armistice
2039-12-25,Noël
2040-01-01,Jour de l'an
2040-04-02,Lundi de Pâques
2040-05-01,Fête du Travail
2040-05-08,Fête de la Victoire
2040-05-10,Ascension
2040-05-21,Lundi de Pentecôte
2040-07-14,Fête nationale
2040-08-15,Assomption
2040-11-01,Toussaint
2040-11-11,Armistice
2040-12-25,Noël
2041-01-01,Jour de l'an
2041-04-22,Lundi de Pâques
2041-05-01,Fête du Travail
2041-05-08,Fête de la Victoire
2041-05-30,Ascension
2041-06-10,Lundi de Pentecôte
2041-07-14,Fête nationale
2041-08-15,Assomption
2041-11-01,Toussaint
2041-11-11,Armistice
2041-12-25,Noël
2042-01-01,Jour de l'an
2042-04-07,Lundi de Pâques
2042-05-01,Fête du Travail
2042-05-08,Fête de la Victoire
2042-05-15,Ascension
2042-05-26,Lundi de Pentecôte
2042-07-14,Fête nationale
2042-08-15,Assomption
2042-11-01,Toussaint
2042-11-11,Armistice
2042-12-25,Noël
2043-01-01,Jour de l'an
2043-03-30,Lundi de Pâques
2043-05-01,Fête du Travail
2043-05-07,Ascension
2043-05-08,Fête de la Victoire
2043-05-18,Lundi de Pentecôte
2043-07-14,Fête nationale
2043-08-15,Assomption
2043-11-01,Toussaint
2043-11-11,Armistice
2043-12-25,Noël
2044-01-01,Jour de l'an
2044-04-18,Lundi de Pâques
2044-05-01,Fête du Travail
2044-05-08,Fête de la Victoire
2044-05-26,Ascension
2044-06-06,Lundi de Pentecôte
2044-07-14,Fête nationale
2044-08-15,Assomption
2044-11-01,Toussaint
2044-11-11,Armistice
2044-12-25,Noël
2045-01-01,Jour de l'an
2045-04-10,Lundi de Pâques
2045-05-01,Fête du Travail
2045-05-08,Fête de la Victoire
2045-05-18,Ascension
2045-05-29,Lundi de Pentecôte
2045-07-14,Fête nationale
2045-08-15,Assomption
2045-11-01,Toussaint
2045-11-11,Armistice
2045-12-25,Noël
2046-01-01,Jour de l'an
2046-03-26,Lundi de Pâques
2046-05-01,Fête du Travail
2046-05-03,Ascension
2046-05-08,Fête de la Victoire
2046-05-14,Lundi de Pentecôte
2046-07-14,Fête nationale
2046-08-15,Assomption
2046-11-01,Toussaint
2046-11-11,Armistice
2046-12-25,Noël
2047-01-01,Jour de l'an
2047-04-15,Lundi de Pâques
2047-05-01,Fête du Travail
2047-05-08,Fête de la Victoire
2047-05-23,Ascension
2047-06-03,Lundi de Pentecôte
2047-07-14,Fête nationale
2047-08-15,Assomption
2047-11-01,Toussaint
2047-11-11,Armistice
2047-12-25,Noël
2048-01-01,Jour de l'an
2048-04-06,Lundi de Pâques
2048-05-01,Fête du Travail
2048-05-08,Fête de la Victoire
2048-05-14,Ascension
2048-05-25,Lundi de Pentecôte
2048-07-14,Fête nationale
2048-08-15,Assomption
2048-11-01,Toussaint
2048-11-11,Armistice
2048-12-25,Noël
2049-01-01,Jour de l'an
2049-04-19,Lundi de Pâques
2049-05-01,Fête du Travail
2049-05-08,Fête de la Victoire
2049-05-27,Ascension
2049-06-07,Lundi de Pentecôte
2049-07-14,Fête nationale
2049-08-15,Assomption
2049-11-01,Toussaint
2049-11-11,Armistice
2049-12-25,Noël
2050-01-01,Jour de l'an
2050-04-11,Lundi de Pâques
2050-05-01,Fête du Travail
2050-05-08,Fête de la Victoire
2050-05-19,Ascension
2050-05-30,Lundi de Pentecôte
2050-07-14,Fête nationale
2050-08-15,Assomption
2050-11-01,Toussaint
2050-11-11,Armistice
2050-12-25,Noël
2051-01-01,Jour de l'an
2051-04-03,Lundi de Pâques
2051-05-01,Fête du Travail
2051-05-08,Fête de la Victoire
2051-05-11,Ascension
2051-05-22,Lundi de Pentecôte
2051-07-14,Fête nationale
2051-08-15,Assomption
2051-11-01,Toussaint
2051-11-11,Armistice
2051-12-25,Noël
2052-01-01,Jour de l'an
2052-04-22,Lundi de Pâques
2052-05-01,Fête du Travail
2052-05-08,Fête de la Victoire
2052-05-30,Ascension
2052-06-10,Lundi de Pentecôte
2052-07-14,Fête nationale
2052-08-15,Assomption
2052-11-01,Toussaint
2052-11-11,Armistice
2052-12-25,Noël
2053-01-01,Jour de l'an
2053-04-07,Lundi de Pâques
2053-05-01,Fête du Travail
2053-05-08,Fête de la Victoire
2053-05-15,Ascension
2053-05-26,Lundi de Pentecôte
2053-07-14,Fête nationale
2053-08-15,Assomption
2053-11-01,Toussaint
2053-11-11,Armistice
2053-12-25,Noël
2054-01-01,Jour de l'an
2054-03-30,Lundi de Pâques
2054-05-01,Fête du Travail
2054-05-07,Ascension
2054-05-08,Fête de la Victoire
2054-05-18,Lundi de Pentecôte
2054-07-14,Fête nationale
2054-08-15,Assomption
2054-11-01,Toussaint
2054-11-11,Armistice
2054-12-25,Noël
2055-01-01,Jour de l'an
2055-04-19,Lundi de Pâques
2055-05-01,Fête du Travail
2055-05-08,Fête de la Victoire
2055-05-27,Ascension
2055-06-07,Lundi de Pentecôte
2055-07-14,Fête nationale
2055-08-15,Assomption
2055-11-01,Toussaint
2055-11-11,Armistice
2055-12-25,Noël
2056-01-01,Jour de l'an
2056-04-03,Lundi de Pâques
2056-05-01,Fête du Travail
2056-05-08,Fête de la Victoire
2056-05-11,Ascension
2056-05-22,Lundi de Pentecôte
2056-07-14,Fête nationale
2056-08-15,Assomption
2056-11-01,Toussaint
2056-11-11,Armistice
2056-12-25,Noël
2057-01-01,Jour de l'an
2057-04-23,Lundi de Pâques
2057-05-01,Fête du Travail
2057-05-08,Fête de la Victoire
2057-05-31,Ascension
2057-06-11,Lundi de Pentecôte
2057-07-14,Fête nationale
2057-08-15,Assomption
2057-11-01,Toussaint
2057-11-11,Armistice
2057-12-25,Noël
2058-01-01,Jour de l'an
2058-04-15,Lundi de Pâques
2058-05-01,Fête du Travail
2058-05-08,Fête de la Victoire
2058-05-23,Ascension
2058-06-03,Lundi de Pentecôte
2058-07-14,Fête nationale
2058-08-15,Assomption
2058-11-01,Toussaint
2058-11-11,Armistice
2058-12-25,Noël
2059-01-01,Jour de l'an
2059-03-31,Lundi de Pâques
2059-05-01,Fête du Travail
2059-05-08,Ascension; Fête de la Victoire
2059-05-19,Lundi de Pentecôte
2059-07-14,Fête nationale
2059-08-15,Assomption
2059-11-01,Toussaint
2059-11-11,Armistice
2059-12-25,Noël
2060-01-01,Jour de l'an
2060-04-19,Lundi de Pâques
2060-05-01,Fête du Travail
2060-05-08,Fête de la Victoire
2060-05-27,Ascension
2060-06-07,Lundi de Pentecôte
2060-07-14,Fête nationale
2060-08-15,Assomption
2060-11-01,Toussaint
2060-11-11,Armistice
2060-12-25,Noël
2061-01-01,Jour de l'an
2061-04-11,Lundi de Pâques
2061-05-01,Fête du Travail
2061-05-08,Fête de la Victoire
2061-05-19,Ascension
2061-05-30,Lundi de Pentecôte
2061-07-14,Fête nationale
2061-08-15,Assomption
2061-11-01,Toussaint
2061-11-11,Armistice
2061-12-25,Noël
2062-01-01,Jour de l'an
2062-03-27,Lundi de Pâques
2062-05-01,Fête du Travail
2062-05-04,Ascension
2062-05-08,Fête de la Victoire
2062-05-15,Lundi de Pentecôte
2062-07-14,Fête nationale
2062-08-15,Assomption
2062-11-01,Toussaint
2062-11-11,Armistice
2062-12-25,Noël
2063-01-01,Jour de l'an
2063-04-16,Lundi de Pâques
2063-05-01,Fête du Travail
2063-05-08,Fête de la Victoire
2063-05-24,Ascension
2063-06-04,Lundi de Pentecôte
2063-07-14,Fête nationale
2063-08-15,Assomption
2063-11-01,Toussaint
2063-11-11,Armistice
2063-12-25,Noël
2064-01-01,Jour de l'an
2064-04-07,Lundi de Pâques
2064-05-01,Fête du Travail
2064-05-08,Fête de la Victoire
2064-05-15,Ascension
2064-05-26,Lundi de Pentecôte
2064-07-14,Fête nationale
2064-08-15,Assomption
2064-11-01,Toussaint
2064-11-11,Armistice
2064-12-25,Noël
2065-01-01,Jour de l'an
2065-03-30,Lundi de Pâques
2065-05-01,Fête du Travail
2065-05-07,Ascension
2065-05-08,Fête de la Victoire
2065-05-18,Lundi de Pentecôte
2065-07-14,Fête nationale
2065-08-15,Assomption
2065-11-01,Toussaint
2065-11-11,Armistice
2065-12-25,Noël
2066-01-01,Jour de l'an
2066-04-12,Lundi de Pâques
2066-05-01,Fête du Travail
2066-05-08,Fête de la Victoire
2066-05-20,Ascension
2066-05-31,Lundi de Pentecôte
2066-07-14,Fête nationale
2066-08-15,Assomption
2066-11-01,Toussaint
2066-11-11,Armistice
2066-12-25,Noël
2067-01-01,Jour de l'an
2067-04-04,Lundi de Pâques
2067-05-01,Fête du Travail
2067-05-08,Fête de la Victoire
2067-05-12,Ascension
2067-05-23,Lundi de Pentecôte
2067-07-14,Fête nationale
2067-08-15,Assomption
2067-11-01,Toussaint
2067-11-11,Armistice
2067-12-25,Noël
2068-01-01,Jour de l'an
2068-04-23,Lundi de Pâques
2068-05-01,Fête du Travail
2068-05-08,Fête de la Victoire
2068-05-31,Ascension
2068-06-11,Lundi de Pentecôte
2068-07-14,Fête nationale
2068-08-15,Assomption
2068-11-01,Toussaint
2068-11-11,Armistice
2068-12-25,Noël
2069-01-01,Jour de l'an
2069-04-15,Lundi de Pâques
2069-05-01,Fête du Travail
2069-05-08,Fête de la Victoire
2069-05-23,Ascension
2069-06-03,Lundi de Pentecôte
2069-07-14,Fête nationale
2069-08-15,Assomption
2069-11-01,Toussaint
2069-11-11,Armistice
2069-12-25,Noël
2070-01-01,Jour de l'an
2070-03-31,Lundi de Pâques
2070-05-01,Fête du Travail
2070-05-08,Ascension; Fête de la Victoire
2070-05-19,Lundi de Pentecôte
2070-07-14,Fête nationale
2070-08-15,Assomption
2070-11-01,Toussaint
2070-11-11,Armistice
2070-12-25,Noël
2071-01-01,Jour de l'an
2071-04-20,Lundi de Pâques
2071-05-01,Fête du Travail
2071-05-08,Fête de la Victoire
2071-05-28,Ascension
2071-06-08,Lundi de Pentecôte
2071-07-14,Fête nationale
2071-08-15,Assomption
2071-11-01,Toussaint
2071-11-11,Armistice
2071-12-25,Noël
2072-01-01,Jour de l'an
2072-04-11,Lundi de Pâques
2072-05-01,Fête du Travail
2072-05-08,Fête de la Victoire
2072-05-19,Ascension
2072-05-30,Lundi de Pentecôte
2072-07-14,Fête nationale
2072-08-15,Assomption
2072-11-01,Toussaint
2072-11-11,Armistice
2072-12-25,Noël
2073-01-01,Jour de l'an
2073-03-27,Lundi de Pâques
2073-05-01,Fête du Travail
2073-05-04,Ascension
2073-05-08,Fête de la Victoire
2073-05-15,Lundi de Pentecôte
2073-07-14,Fête nationale
2073-08-15,Assomption
2073-11-01,Toussaint
2073-11-11,Armistice
2073-12-25,Noël
2074-01-01,Jour de l'an
2074-04-16,Lundi de Pâques
2074-05-01,Fête du Travail
2074-05-08,Fête de la Victoire
2074-05-24,Ascension
2074-06-04,Lundi de Pentecôte
2074-07-14,Fête nationale
2074-08-15,Assomption
2074-11-01,Toussaint
2074-11-11,Armistice
2074-12-25,Noël
2075-01-01,Jour de l'an
2075-04-08,Lundi de Pâques
2075-05-01,Fête du Travail
2075-05-08,Fête de la Victoire
2075-05-16,Ascension
2075-05-27,Lundi de Pentecôte
2075-07-14,Fête nationale
2075-08-15,Assomption
2075-11-01,Toussaint
2075-11-11,Armistice
2075-12-25,Noël
2076-01-01,Jour de l'an
2076-04-20,Lundi de Pâques
2076-05-01,Fête du Travail
2076-05-08,Fête de la Victoire
2076-05-28,Ascension
2076-06-08,Lundi de Pentecôte
2076-07-14,Fête nationale
2076-08-15,Assomption
2076-11-01,Toussaint
2076-11-11,Armistice
2076-12-25,Noël
2077-01-01,Jour de l'an
2077-04-12,Lundi de Pâques
2077-05-01,Fête du Travail
2077-05-08,Fête de la Victoire
2077-05-20,Ascension
2077-05-31,Lundi de Pentecôte
2077-07-14,Fête nationale
2077-08-15,Assomption
2077-11-01,Toussaint
2077-11-11,Armistice
2077-12-25,Noël
2078-01-01,Jour de l'an
2078-04-04,Lundi de Pâques
2078-05-01,Fête du Travail
2078-05-08,Fête de la Victoire
2078-05-12,Ascension
2078-05-23,Lundi de Pentecôte
2078-07-14,Fête nationale
2078-08-15,Assomption
2078-11-01,Toussaint
2078-11-11,Armistice
2078-12-25,Noël
2079-01-01,Jour de l'an
2079-04-24,Lundi de Pâques
2079-05-01,Fête du Travail
2079-05-08,Fête de la Victoire
2079-06-01,Ascension
2079-06-12,Lundi de Pentecôte
2079-07-14,Fête nationale
2079-08-15,Assomption
2079-11-01,Toussaint
2079-11-11,Armistice
2079-12-25,Noël
2080-01-01,Jour de l'an
2080-04-08,Lundi de Pâques
2080-05-01,Fête du Travail
2080-05-08,Fête de la Victoire
2080-05-16,Ascension
2080-05-27,Lundi de Pentecôte
2080-07-14,Fête nationale
2080-08-15,Assomption
2080-11-01,Toussaint
2080-11-11,Armistice
2080-12-25,Noël
2081-01-01,Jour de l'an
2081-03-31,Lundi de Pâques
2081-05-01,Fête du Travail
2081-05-08,Ascension; Fête de la Victoire
2081-05-19,Lundi de Pentecôte
2081-07-14,Fête nationale
2081-08-15,Assomption
2081-11-01,Toussaint
2081-11-11,Armistice
2081-12-25,Noël
2082-01-01,Jour de l'an
2082-04-20,Lundi de Pâques
2082-05-01,Fête du Travail
2082-05-08,Fête de la Victoire
2082-05-28,Ascension
2082-06-08,Lundi de Pentecôte
2082-07-14,Fête nationale
2082-08-15,Assomption
2082-11-01,Toussaint
2082-11-11,Armistice
2082-12-25,Noël
2083-01-01,Jour de l'an
2083-04-05,Lundi de Pâques
2083-05-01,Fête du Travail
2083-05-08,Fête de la Victoire
2083-05-13,Ascension
2083-05-24,Lundi de Pentecôte
2083-07-14,Fête nationale
2083-08-15,Assomption
2083-11-01,Toussaint
2083-11-11,Armistice
2083-12-25,Noël
2084-01-01,Jour de l'an
2084-03-27,Lundi de Pâques
2084-05-01,Fête du Travail
2084-05-04,Ascension
2084-05-08,Fête de la Victoire
2084-05-15,Lundi de Pentecôte
2084-07-14,Fête nationale
2084-08-15,Assomption
2084-11-01,Toussaint
2084-11-11,Armistice
2084-12-25,Noël
2085-01-01,Jour de l'an
2085-04-16,Lundi de Pâques
2085-05-01,Fête du Travail
2085-05-08,Fête de la Victoire
2085-05-24,Ascension
2085-06-04,Lundi de Pentecôte
2085-07-14,Fête nationale
2085-08-15,Assomption
2085-11-01,Toussaint
2085-11-11,Armistice
2085-12-25,Noël
2086-01-01,Jour de l'an
2086-04-01,Lundi de Pâques
2086-05-01,Fête du Travail
2086-05-08,Fête de la Victoire
2086-05-09,Ascension
2086-05-20,Lundi de Pentecôte
2086-07-14,Fête nationale
2086-08-15,Assomption
2086-11-01,Toussaint
2086-11-11,Armistice
2086-12-25,Noël
2087-01-01,Jour de l'an
2087-04-21,Lundi de Pâques
2087-05-01,Fête du Travail
2087-05-08,Fête de la Victoire
2087-05-29,Ascension
2087-06-09,Lundi de Pentecôte
2087-07-14,Fête nationale
2087-08-15,Assomption
2087-11-01,Toussaint
2087-11-11,Armistice
2087-12-25,Noël
2088-01-01,Jour de l'an
2088-04-12,Lundi de Pâques
2088-05-01,Fête du Travail
2088-05-08,Fête de la Victoire
